sample_id,stock_id,end_date,label,future_return_7,split,row_idx,prev_row_idx,prev_split,gap,overlap_days,overlap_ratio,transition
600027_2025-01-02,600027,2025-01-02,0,-0.0776338988641986,val,900,791.0,train,109.0,0.0,0.0,train->val
600027_2025-10-09,600027,2025-10-09,1,0.0057582296544397,test,1083,1015.0,val,68.0,0.0,0.0,val->test
600028_2025-01-02,600028,2025-01-02,0,-0.053353682137786,val,911,843.0,train,68.0,0.0,0.0,train->val
600028_2025-10-09,600028,2025-10-09,1,0.0205223675597783,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600029_2025-01-02,600029,2025-01-02,0,-0.0488959378639599,val,911,843.0,train,68.0,0.0,0.0,train->val
600029_2025-10-09,600029,2025-10-09,1,0.0696919751640416,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600030_2025-01-02,600030,2025-01-02,0,-0.0342440804098252,val,905,837.0,train,68.0,0.0,0.0,train->val
600030_2025-10-09,600030,2025-10-09,0,-0.0141652599491401,test,1088,1020.0,val,68.0,0.0,0.0,val->test
600031_2025-01-02,600031,2025-01-02,0,-0.0291693081943258,val,911,843.0,train,68.0,0.0,0.0,train->val
600031_2025-10-09,600031,2025-10-09,0,-0.0322721020129355,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600036_2025-01-02,600036,2025-01-02,1,0.0145416802196845,val,911,843.0,train,68.0,0.0,0.0,train->val
600036_2025-10-09,600036,2025-10-09,1,0.0270270352844678,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600039_2025-01-02,600039,2025-01-02,0,-0.0070126251805706,val,900,832.0,train,68.0,0.0,0.0,train->val
600039_2025-10-09,600039,2025-10-09,1,0.0684931528004363,test,1083,1015.0,val,68.0,0.0,0.0,val->test
600048_2025-01-02,600048,2025-01-02,0,-0.0057603671836132,val,798,730.0,train,68.0,0.0,0.0,train->val
600048_2025-10-09,600048,2025-10-09,0,-0.0215736049938955,test,981,913.0,val,68.0,0.0,0.0,val->test
600050_2025-01-02,600050,2025-01-02,0,-0.0557769450431673,val,911,843.0,train,68.0,0.0,0.0,train->val
600050_2025-10-09,600050,2025-10-09,0,-0.0197131556763769,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600061_2025-01-02,600061,2025-01-02,0,-0.0488145130668824,val,911,843.0,train,68.0,0.0,0.0,train->val
600061_2025-10-09,600061,2025-10-09,0,-0.0253807352615697,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600066_2025-01-02,600066,2025-01-02,1,0.0368074393301373,val,910,842.0,train,68.0,0.0,0.0,train->val
600066_2025-10-09,600066,2025-10-09,1,0.0407871177031095,test,1093,1025.0,val,68.0,0.0,0.0,val->test
600085_2025-01-02,600085,2025-01-02,0,-0.0637168141643636,val,911,843.0,train,68.0,0.0,0.0,train->val
600085_2025-10-09,600085,2025-10-09,0,-0.0087412577945159,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600089_2025-01-02,600089,2025-01-02,0,-0.0331715225481654,val,911,843.0,train,68.0,0.0,0.0,train->val
600089_2025-10-09,600089,2025-10-09,0,-0.0158324812677814,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600104_2025-01-02,600104,2025-01-02,0,-0.1450341508061336,val,911,843.0,train,68.0,0.0,0.0,train->val
600104_2025-10-09,600104,2025-10-09,0,-0.0616438249729901,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600111_2025-01-02,600111,2025-01-02,1,0.040019523224271,val,911,843.0,train,68.0,0.0,0.0,train->val
600111_2025-10-09,600111,2025-10-09,0,-0.0171277979154544,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600115_2025-01-02,600115,2025-01-02,0,-0.0437015940325894,val,911,843.0,train,68.0,0.0,0.0,train->val
600115_2025-10-09,600115,2025-10-09,1,0.1327011919280712,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600150_2025-01-02,600150,2025-01-02,0,-0.0697136196758244,val,901,824.0,train,77.0,0.0,0.0,train->val
600150_2025-11-19,600150,2025-11-19,0,-0.0174385294574593,test,1109,1012.0,val,97.0,0.0,0.0,val->test
600160_2025-01-02,600160,2025-01-02,1,0.0275689221620444,val,911,843.0,train,68.0,0.0,0.0,train->val
600160_2025-10-09,600160,2025-10-09,0,-0.1328839667958563,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600161_2025-01-02,600161,2025-01-02,0,-0.0529179047567531,val,911,843.0,train,68.0,0.0,0.0,train->val
600161_2025-10-09,600161,2025-10-09,0,-0.0145228246453276,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600176_2025-01-02,600176,2025-01-02,1,0.0036496265515528,val,911,843.0,train,68.0,0.0,0.0,train->val
600176_2025-10-09,600176,2025-10-09,0,-0.0964139870081677,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600183_2025-01-02,600183,2025-01-02,1,0.0507030216502548,val,911,843.0,train,68.0,0.0,0.0,train->val
600183_2025-10-09,600183,2025-10-09,0,-0.0151187900196503,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600188_2025-01-02,600188,2025-01-02,0,-0.0472040702969496,val,911,843.0,train,68.0,0.0,0.0,train->val
600188_2025-10-09,600188,2025-10-09,1,0.1347985288008281,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600196_2025-01-02,600196,2025-01-02,0,-0.0384930408019917,val,911,843.0,train,68.0,0.0,0.0,train->val
600196_2025-10-09,600196,2025-10-09,0,-0.0214477236805181,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600219_2025-01-02,600219,2025-01-02,1,0.0025575023162732,val,911,843.0,train,68.0,0.0,0.0,train->val
600219_2025-10-09,600219,2025-10-09,0,-0.0219511948004623,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600233_2025-01-02,600233,2025-01-02,0,-0.0247092893882526,val,911,843.0,train,68.0,0.0,0.0,train->val
600233_2025-10-09,600233,2025-10-09,0,-0.0706012167235069,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600276_2025-01-02,600276,2025-01-02,0,-0.047608453529002,val,911,843.0,train,68.0,0.0,0.0,train->val
600276_2025-10-09,600276,2025-10-09,0,-0.0846099788476179,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600309_2025-01-02,600309,2025-01-02,0,-0.0434595520363127,val,911,843.0,train,68.0,0.0,0.0,train->val
600309_2025-10-09,600309,2025-10-09,0,-0.1014321572256642,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600332_2025-01-02,600332,2025-01-02,0,-0.0323283644846182,val,911,843.0,train,68.0,0.0,0.0,train->val
600332_2025-10-09,600332,2025-10-09,0,-0.0007803460600671,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600346_2025-01-02,600346,2025-01-02,0,-0.0066934386236171,val,911,843.0,train,68.0,0.0,0.0,train->val
600346_2025-10-09,600346,2025-10-09,0,-0.0670871523488673,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600362_2025-01-02,600362,2025-01-02,1,0.0306324584484627,val,911,843.0,train,68.0,0.0,0.0,train->val
600362_2025-10-09,600362,2025-10-09,0,-0.0468749849091359,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600372_2025-01-02,600372,2025-01-02,0,-0.0531197591245564,val,893,825.0,train,68.0,0.0,0.0,train->val
600372_2025-10-09,600372,2025-10-09,0,-0.0339116373263398,test,1076,1008.0,val,68.0,0.0,0.0,val->test
600377_2025-01-02,600377,2025-01-02,0,-0.0191799561151205,val,911,843.0,train,68.0,0.0,0.0,train->val
600377_2025-10-09,600377,2025-10-09,1,0.0774760274159106,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600406_2025-01-02,600406,2025-01-02,0,-0.0421139543819814,val,911,843.0,train,68.0,0.0,0.0,train->val
600406_2025-10-09,600406,2025-10-09,0,-0.0106929003535648,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600415_2025-01-02,600415,2025-01-02,0,-0.0473328326709808,val,911,843.0,train,68.0,0.0,0.0,train->val
600415_2025-10-09,600415,2025-10-09,1,0.0576289782403339,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600426_2025-01-02,600426,2025-01-02,0,-0.0260663531365818,val,911,843.0,train,68.0,0.0,0.0,train->val
600426_2025-10-09,600426,2025-10-09,0,-0.0960178693278606,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600436_2025-01-02,600436,2025-01-02,0,-0.0194202616319622,val,911,843.0,train,68.0,0.0,0.0,train->val
600436_2025-10-09,600436,2025-10-09,0,-0.0464808117509382,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600438_2025-01-02,600438,2025-01-02,0,-0.0864644586798743,val,911,843.0,train,68.0,0.0,0.0,train->val
600438_2025-10-09,600438,2025-10-09,1,0.0145374474314783,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600460_2025-01-02,600460,2025-01-02,0,-0.012955466052914,val,910,842.0,train,68.0,0.0,0.0,train->val
600460_2025-10-09,600460,2025-10-09,0,-0.0003073129906001,test,1093,1025.0,val,68.0,0.0,0.0,val->test
600482_2025-02-12,600482,2025-02-12,0,-0.0570824533386778,val,924,833.0,train,91.0,0.0,0.0,train->val
600482_2025-10-09,600482,2025-10-09,0,-0.0627977420126272,test,1084,1016.0,val,68.0,0.0,0.0,val->test
600489_2025-01-02,600489,2025-01-02,1,0.04390243461496,val,911,843.0,train,68.0,0.0,0.0,train->val
600489_2025-10-09,600489,2025-10-09,0,-0.0203150898156626,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600515_2025-01-02,600515,2025-01-02,0,-0.0385674956680846,val,540,472.0,train,68.0,0.0,0.0,train->val
600515_2025-10-09,600515,2025-10-09,1,0.1453201608352516,test,723,655.0,val,68.0,0.0,0.0,val->test
600519_2025-01-02,600519,2025-01-02,0,-0.0295833331444556,val,911,843.0,train,68.0,0.0,0.0,train->val
600519_2025-10-09,600519,2025-10-09,1,0.0147204164595454,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600547_2025-01-02,600547,2025-01-02,1,0.060043196187268,val,911,843.0,train,68.0,0.0,0.0,train->val
600547_2025-10-09,600547,2025-10-09,0,-0.122977345083645,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600570_2025-01-02,600570,2025-01-02,0,-0.043149129105722,val,911,843.0,train,68.0,0.0,0.0,train->val
600570_2025-10-09,600570,2025-10-09,0,-0.1149165014689256,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600584_2025-01-02,600584,2025-01-02,1,0.0175255025683681,val,906,838.0,train,68.0,0.0,0.0,train->val
600584_2025-10-09,600584,2025-10-09,0,-0.1576595801142895,test,1089,1021.0,val,68.0,0.0,0.0,val->test
600585_2025-01-02,600585,2025-01-02,1,0.0197002051161362,val,911,843.0,train,68.0,0.0,0.0,train->val
600585_2025-10-09,600585,2025-10-09,1,0.0088795085837599,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600588_2025-01-02,600588,2025-01-02,0,-0.0265486718217461,val,911,843.0,train,68.0,0.0,0.0,train->val
600588_2025-10-09,600588,2025-10-09,0,-0.1216381420642032,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600600_2025-01-02,600600,2025-01-02,0,-0.065244683367548,val,911,843.0,train,68.0,0.0,0.0,train->val
600600_2025-10-09,600600,2025-10-09,1,0.0169720753713373,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600660_2025-01-02,600660,2025-01-02,0,-0.0124069475879735,val,911,843.0,train,68.0,0.0,0.0,train->val
600660_2025-10-09,600660,2025-10-09,0,-0.08778594124199,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600674_2025-01-02,600674,2025-01-02,0,-0.0617505956970866,val,911,843.0,train,68.0,0.0,0.0,train->val
600674_2025-10-09,600674,2025-10-09,1,0.0241379314035537,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600690_2025-01-02,600690,2025-01-02,0,-0.0354609936183157,val,911,843.0,train,68.0,0.0,0.0,train->val
600690_2025-10-09,600690,2025-10-09,0,-0.013757862953797,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600741_2025-01-02,600741,2025-01-02,0,-0.0791618134525336,val,911,843.0,train,68.0,0.0,0.0,train->val
600741_2025-10-09,600741,2025-10-09,0,-0.0883458632325646,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600760_2025-01-02,600760,2025-01-02,0,-0.0287665562188666,val,911,843.0,train,68.0,0.0,0.0,train->val
600760_2025-10-09,600760,2025-10-09,0,-0.0940879069884876,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600795_2025-01-02,600795,2025-01-02,0,-0.0451467273873838,val,911,843.0,train,68.0,0.0,0.0,train->val
600795_2025-10-09,600795,2025-10-09,0,-0.01353965168676,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600803_2025-01-02,600803,2025-01-02,0,-0.0607787260477749,val,906,838.0,train,68.0,0.0,0.0,train->val
600803_2025-10-09,600803,2025-10-09,1,0.0054259024312576,test,1083,1015.0,val,68.0,0.0,0.0,val->test
600809_2025-01-02,600809,2025-01-02,0,-0.0248342506686905,val,911,843.0,train,68.0,0.0,0.0,train->val
600809_2025-10-09,600809,2025-10-09,1,0.0061978036508465,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600845_2025-01-02,600845,2025-01-02,0,-0.0258992828124153,val,910,842.0,train,68.0,0.0,0.0,train->val
600845_2025-10-09,600845,2025-10-09,0,-0.0513141414768317,test,1093,1025.0,val,68.0,0.0,0.0,val->test
600875_2025-01-02,600875,2025-01-02,0,-0.0586666812926417,val,911,843.0,train,68.0,0.0,0.0,train->val
600875_2025-10-09,600875,2025-10-09,0,-0.0508953798630261,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600886_2025-01-02,600886,2025-01-02,0,-0.077114429281565,val,911,843.0,train,68.0,0.0,0.0,train->val
600886_2025-10-09,600886,2025-10-09,1,0.0557206556679579,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600887_2025-01-02,600887,2025-01-02,0,-0.0375507440961178,val,911,843.0,train,68.0,0.0,0.0,train->val
600887_2025-10-09,600887,2025-10-09,0,-0.0057908071243829,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600893_2025-01-02,600893,2025-01-02,0,-0.0377264868596744,val,911,843.0,train,68.0,0.0,0.0,train->val
600893_2025-10-09,600893,2025-10-09,0,-0.0563512553468707,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600900_2025-01-02,600900,2025-01-02,0,-0.0133561437703843,val,900,832.0,train,68.0,0.0,0.0,train->val
600900_2025-10-09,600900,2025-10-09,1,0.013367057726248,test,1083,1015.0,val,68.0,0.0,0.0,val->test
600905_2025-01-02,600905,2025-01-02,0,-0.0258824442909797,val,865,797.0,train,68.0,0.0,0.0,train->val
600905_2025-10-09,600905,2025-10-09,0,-0.01152077980011,test,1048,980.0,val,68.0,0.0,0.0,val->test
600918_2025-01-02,600918,2025-01-02,0,-0.0379746935587689,val,911,843.0,train,68.0,0.0,0.0,train->val
600918_2025-10-09,600918,2025-10-09,0,-0.0391609183827602,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600919_2025-01-02,600919,2025-01-02,0,-0.0246917782227239,val,911,843.0,train,68.0,0.0,0.0,train->val
600919_2025-10-09,600919,2025-10-09,1,0.0800801449498784,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600926_2025-01-02,600926,2025-01-02,0,-0.0125347986529704,val,911,843.0,train,68.0,0.0,0.0,train->val
600926_2025-10-09,600926,2025-10-09,1,0.0740498008222548,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600938_2025-01-02,600938,2025-01-02,0,-0.0017312740271014,val,656,588.0,train,68.0,0.0,0.0,train->val
600938_2025-10-09,600938,2025-10-09,0,-0.0139782278566516,test,839,771.0,val,68.0,0.0,0.0,val->test
600941_2025-01-02,600941,2025-01-02,0,-0.0573913018979129,val,725,657.0,train,68.0,0.0,0.0,train->val
600941_2025-10-09,600941,2025-10-09,1,0.0221927266598818,test,908,840.0,val,68.0,0.0,0.0,val->test
600958_2025-01-02,600958,2025-01-02,0,-0.0459999726609178,val,905,837.0,train,68.0,0.0,0.0,train->val
600958_2025-10-09,600958,2025-10-09,0,-0.0219106228619118,test,1088,1020.0,val,68.0,0.0,0.0,val->test
600989_2025-01-02,600989,2025-01-02,1,0.01088261924823,val,911,843.0,train,68.0,0.0,0.0,train->val
600989_2025-10-09,600989,2025-10-09,0,-0.0736841906982833,test,1094,1026.0,val,68.0,0.0,0.0,val->test
600999_2025-01-02,600999,2025-01-02,0,-0.0472267878481521,val,911,843.0,train,68.0,0.0,0.0,train->val
600999_2025-10-09,600999,2025-10-09,0,-0.0046838422384007,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601009_2025-01-02,601009,2025-01-02,0,-0.0047801492792514,val,911,843.0,train,68.0,0.0,0.0,train->val
601009_2025-10-09,601009,2025-10-09,1,0.0636531619684505,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601012_2025-01-02,601012,2025-01-02,0,-0.0518470524082455,val,911,843.0,train,68.0,0.0,0.0,train->val
601012_2025-10-09,601012,2025-10-09,1,0.0095339011650228,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601021_2025-01-02,601021,2025-01-02,0,-0.0448028646214533,val,911,843.0,train,68.0,0.0,0.0,train->val
601021_2025-10-09,601021,2025-10-09,1,0.0243847262052821,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601058_2025-01-02,601058,2025-01-02,1,0.021536238320855,val,911,843.0,train,68.0,0.0,0.0,train->val
601058_2025-10-09,601058,2025-10-09,0,-0.0383036973132641,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601059_2025-01-02,601059,2025-01-02,0,-0.0567625118045146,val,468,400.0,train,68.0,0.0,0.0,train->val
601059_2025-10-09,601059,2025-10-09,1,0.0284090756479616,test,651,583.0,val,68.0,0.0,0.0,val->test
601066_2025-01-02,601066,2025-01-02,0,-0.032666379474029,val,911,843.0,train,68.0,0.0,0.0,train->val
601066_2025-10-09,601066,2025-10-09,0,-0.0257175360274725,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601077_2025-01-02,601077,2025-01-02,0,-0.0236088127650826,val,911,843.0,train,68.0,0.0,0.0,train->val
601077_2025-10-09,601077,2025-10-09,1,0.1085270873142918,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601088_2025-01-02,601088,2025-01-02,0,-0.086874873164866,val,911,843.0,train,68.0,0.0,0.0,train->val
601088_2025-11-18,601088,2025-11-18,0,-0.0109759085111018,test,1112,1016.0,val,96.0,0.0,0.0,val->test
601100_2025-01-02,601100,2025-01-02,1,0.0083381788530727,val,911,843.0,train,68.0,0.0,0.0,train->val
601100_2025-10-09,601100,2025-10-09,0,-0.1231730751908619,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601117_2025-01-02,601117,2025-01-02,0,-0.0687898345572873,val,911,843.0,train,68.0,0.0,0.0,train->val
601117_2025-10-09,601117,2025-10-09,0,-0.028833444583385,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601127_2025-01-02,601127,2025-01-02,1,0.026917692058766,val,911,843.0,train,68.0,0.0,0.0,train->val
601127_2025-10-09,601127,2025-10-09,0,-0.0268750041836041,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601136_2025-01-02,601136,2025-01-02,0,-0.0774008790935141,val,491,423.0,train,68.0,0.0,0.0,train->val
601136_2025-10-09,601136,2025-10-09,0,-0.047534490303177,test,674,606.0,val,68.0,0.0,0.0,val->test
601138_2025-01-02,601138,2025-01-02,0,-0.0478030379519707,val,911,843.0,train,68.0,0.0,0.0,train->val
601138_2025-10-09,601138,2025-10-09,0,-0.0933528267593348,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601166_2025-01-02,601166,2025-01-02,1,0.0195560364160891,val,911,843.0,train,68.0,0.0,0.0,train->val
601166_2025-10-09,601166,2025-10-09,1,0.02999492375151,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601169_2025-01-02,601169,2025-01-02,0,-0.0265780624439736,val,911,843.0,train,68.0,0.0,0.0,train->val
601169_2025-10-09,601169,2025-10-09,1,0.0512820814788044,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601186_2025-01-02,601186,2025-01-02,0,-0.047781620442628,val,911,843.0,train,68.0,0.0,0.0,train->val
601186_2025-10-09,601186,2025-10-09,0,-0.011180120828635,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601211_2025-01-03,601211,2025-01-03,1,0.0102447338218392,val,895,826.0,train,69.0,0.0,0.0,train->val
601211_2025-10-09,601211,2025-10-09,1,0.0026752428531957,test,1075,1007.0,val,68.0,0.0,0.0,val->test
601225_2025-01-02,601225,2025-01-02,0,-0.0436850715311238,val,911,843.0,train,68.0,0.0,0.0,train->val
601225_2025-10-09,601225,2025-10-09,1,0.1214496055895431,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601229_2025-01-02,601229,2025-01-02,0,-0.0289210074090344,val,911,843.0,train,68.0,0.0,0.0,train->val
601229_2025-10-09,601229,2025-10-09,1,0.0736598144482926,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601236_2025-01-02,601236,2025-01-02,0,-0.0100248076079361,val,905,837.0,train,68.0,0.0,0.0,train->val
601236_2025-10-09,601236,2025-10-09,0,-0.0514472354017219,test,1088,1020.0,val,68.0,0.0,0.0,val->test
601238_2025-01-02,601238,2025-01-02,0,-0.0626399724253821,val,911,843.0,train,68.0,0.0,0.0,train->val
601238_2025-10-09,601238,2025-10-09,1,0.0091145954436231,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601288_2025-01-02,601288,2025-01-02,0,-0.0326931963789868,val,911,843.0,train,68.0,0.0,0.0,train->val
601288_2025-10-09,601288,2025-10-09,1,0.1567162708836818,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601298_2025-01-02,601298,2025-01-02,0,-0.0466666229628999,val,905,782.0,train,123.0,0.0,0.0,train->val
601298_2025-10-09,601298,2025-10-09,1,0.0152761690470266,test,1088,1020.0,val,68.0,0.0,0.0,val->test
601318_2025-01-02,601318,2025-01-02,0,-0.0418063531204069,val,911,843.0,train,68.0,0.0,0.0,train->val
601318_2025-10-09,601318,2025-10-09,1,0.051962215032953,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601319_2025-01-02,601319,2025-01-02,0,-0.0763897839545954,val,911,843.0,train,68.0,0.0,0.0,train->val
601319_2025-10-09,601319,2025-10-09,1,0.0864041789311373,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601328_2025-01-02,601328,2025-01-02,0,-0.0345286046055025,val,911,843.0,train,68.0,0.0,0.0,train->val
601328_2025-10-09,601328,2025-10-09,1,0.0372023718474532,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601336_2025-01-02,601336,2025-01-02,0,-0.051797030000525,val,911,843.0,train,68.0,0.0,0.0,train->val
601336_2025-10-09,601336,2025-10-09,1,0.0890544072125006,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601360_2025-01-02,601360,2025-01-02,0,-0.0352114199286777,val,911,843.0,train,68.0,0.0,0.0,train->val
601360_2025-10-09,601360,2025-10-09,0,-0.1118759841919982,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601377_2025-01-02,601377,2025-01-02,0,-0.0368508469462082,val,905,837.0,train,68.0,0.0,0.0,train->val
601377_2025-10-09,601377,2025-10-09,0,-0.0197568133860272,test,1088,1020.0,val,68.0,0.0,0.0,val->test
601390_2025-01-02,601390,2025-01-02,0,-0.0475408110705386,val,911,843.0,train,68.0,0.0,0.0,train->val
601390_2025-10-09,601390,2025-10-09,0,-0.0327022422614492,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601398_2025-01-02,601398,2025-01-02,0,-0.0294117562046474,val,911,843.0,train,68.0,0.0,0.0,train->val
601398_2025-10-09,601398,2025-10-09,1,0.0410396584411146,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601600_2025-01-02,601600,2025-01-02,1,0.0319442571351864,val,911,843.0,train,68.0,0.0,0.0,train->val
601600_2025-10-09,601600,2025-10-09,0,-0.0357145860798612,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601601_2025-01-02,601601,2025-01-02,0,-0.0517188357181078,val,911,843.0,train,68.0,0.0,0.0,train->val
601601_2025-10-09,601601,2025-10-09,1,0.0627866695394005,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601607_2025-01-02,601607,2025-01-02,0,-0.0349514577314118,val,911,843.0,train,68.0,0.0,0.0,train->val
601607_2025-10-09,601607,2025-10-09,0,-0.004920720599547,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601618_2025-01-02,601618,2025-01-02,0,-0.0379749599443287,val,911,843.0,train,68.0,0.0,0.0,train->val
601618_2025-10-09,601618,2025-10-09,0,-0.1135266406455504,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601628_2025-01-02,601628,2025-01-02,0,-0.0600201147254576,val,911,843.0,train,68.0,0.0,0.0,train->val
601628_2025-10-09,601628,2025-10-09,1,0.0726897894250825,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601633_2025-01-02,601633,2025-01-02,0,-0.0197941351041196,val,911,843.0,train,68.0,0.0,0.0,train->val
601633_2025-10-09,601633,2025-10-09,0,-0.0715151371001332,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601658_2025-01-02,601658,2025-01-02,0,-0.0507249842481369,val,911,843.0,train,68.0,0.0,0.0,train->val
601658_2025-10-09,601658,2025-10-09,0,-0.003508783010192,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601668_2025-01-02,601668,2025-01-02,0,-0.0567011568215677,val,911,843.0,train,68.0,0.0,0.0,train->val
601668_2025-10-09,601668,2025-10-09,1,0.0071943056043383,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601669_2025-01-02,601669,2025-01-02,0,-0.0462428113206129,val,911,843.0,train,68.0,0.0,0.0,train->val
601669_2025-10-09,601669,2025-10-09,0,-0.0275860701526918,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601688_2025-01-02,601688,2025-01-02,0,-0.0273646196543568,val,911,843.0,train,68.0,0.0,0.0,train->val
601688_2025-10-09,601688,2025-10-09,0,-0.0352678826931011,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601689_2025-01-02,601689,2025-01-02,1,0.1134409752402484,val,911,843.0,train,68.0,0.0,0.0,train->val
601689_2025-10-09,601689,2025-10-09,0,-0.1437735898114875,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601698_2025-01-02,601698,2025-01-02,0,-0.0341662425195465,val,911,843.0,train,68.0,0.0,0.0,train->val
601698_2025-10-09,601698,2025-10-09,0,-0.0345303249924045,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601728_2025-01-02,601728,2025-01-02,0,-0.0393812696211901,val,815,747.0,train,68.0,0.0,0.0,train->val
601728_2025-10-09,601728,2025-10-09,1,0.013313658704359,test,998,930.0,val,68.0,0.0,0.0,val->test
601766_2025-01-02,601766,2025-01-02,0,-0.0703517120775083,val,911,843.0,train,68.0,0.0,0.0,train->val
601766_2025-10-09,601766,2025-10-09,0,-0.0141204219861993,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601788_2025-01-02,601788,2025-01-02,0,-0.0259965625306364,val,911,843.0,train,68.0,0.0,0.0,train->val
601788_2025-10-09,601788,2025-10-09,1,0.0031645355977159,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601799_2025-01-02,601799,2025-01-02,1,0.0246215030204233,val,911,843.0,train,68.0,0.0,0.0,train->val
601799_2025-10-09,601799,2025-10-09,0,-0.0324115943559737,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601800_2025-01-02,601800,2025-01-02,0,-0.0553320125988891,val,911,843.0,train,68.0,0.0,0.0,train->val
601800_2025-10-09,601800,2025-10-09,0,-0.0234899088627597,test,1094,1026.0,val,68.0,0.0,0.0,val->test
